FIPS*,County name,RUC code,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2020,Pop. 2023,Change 2020-23,,
13237,Putnam,8,"14,137","18,774","21,218","22,049","23,129",4.9%,,
13239,Quitman,8,"2,210","2,596","2,510","2,237","2,280",1.9%,,
13241,Rabun,9,"11,648","15,035","16,273","16,878","17,442",3.3%,,
13243,Randolph,8,"8,023","7,791","7,721","6,421","6,078",-5.3%,,
13245,Richmond,2,"189,719","199,552","200,591","206,603","205,414",-0.6%,,
13247,Rockdale,1,"54,091","70,292","85,173","93,513","95,987",2.6%,,
13249,Schley,8,"3,590","3,760","5,013","4,548","4,526",-0.5%,,
13251,Screven,8,"13,842","15,357","14,592","14,065","14,174",0.8%,,
13253,Seminole,8,"9,010","9,364","8,729","9,152","9,092",-0.7%,,
13255,Spalding,1,"54,457","58,461","64,107","67,312","69,946",3.9%,,
13257,Stephens,7,"23,436","25,442","26,162","26,779","27,228",1.7%,,
13259,Stewart,2,"5,654","5,253","6,060","5,314","4,674",-12.0%,,
13261,Sumter,6,"30,232","33,228","32,742","29,615","28,890",-2.4%,,
13263,Talbot,2,"6,524","6,513","6,892","5,735","5,718",-0.3%,,
13265,Taliaferro,8,"1,915","2,076","1,717","1,559","1,609",3.2%,,
13267,Tattnall,8,"17,722","22,314","25,504","24,284","24,296",0.0%,,
13269,Taylor,8,"7,642","8,815","8,982","7,814","7,758",-0.7%,,
13271,Telfair,9,"11,000","11,815","16,492","12,476","10,920",-12.5%,,
13273,Terrell,3,"10,653","10,963","9,507","9,184","8,718",-5.1%,,
13275,Thomas,4,"38,943","42,791","44,719","45,791","45,649",-0.3%,,
13277,Tift,5,"34,998","38,376","40,132","41,357","41,554",0.5%,,
13279,Toombs,7,"24,072","26,133","27,174","27,026","27,040",0.1%,,
13281,Towns,9,"6,754","9,312","10,474","12,488","13,035",4.4%,,
13283,Treutlen,9,"5,994","6,836","6,883","6,401","6,341",-0.9%,,
13285,Troup,4,"55,532","58,753","67,042","69,426","70,742",1.9%,,
13287,Turner,9,"8,703","9,494","8,931","9,003","8,909",-1.0%,,
13289,Twiggs,3,"9,806","10,601","9,035","8,024","7,691",-4.2%,,
13291,Union,8,"11,993","17,286","21,370","24,628","27,124",10.1%,,
13293,Upson,6,"26,300","27,761","27,147","27,700","28,263",2.0%,,
13295,Walker,2,"58,310","61,140","68,739","67,653","69,489",2.7%,,
13297,Walton,1,"38,586","60,637","83,808","96,664","106,702",10.4%,,
13299,Ware,5,"35,471","35,497","36,298","36,247","36,243",0.0%,,
13301,Warren,8,"6,078","6,309","5,834","5,210","5,106",-2.0%,,
13303,Washington,7,"19,112","21,197","21,181","19,994","19,820",-0.9%,,
13305,Wayne,6,"22,356","26,571","30,102","30,139","31,373",4.1%,,
13307,Webster,8,"2,263","2,390","2,799","2,348","2,337",-0.5%,,
13309,Wheeler,9,"4,903","6,170","7,431","7,480","7,081",-5.3%,,
13311,White,8,"13,006","19,976","27,139","27,997","29,026",3.7%,,
13313,Whitfield,3,"72,462","83,561","102,602","102,867","103,687",0.8%,,
13315,Wilcox,9,"7,008","8,625","9,251","8,764","8,779",0.2%,,
13317,Wilkes,8,"10,597","10,706","10,593","9,562","9,518",-0.5%,,
13319,Wilkinson,8,"10,228","10,202","9,569","8,875","8,725",-1.7%,,
13321,Worth,3,"19,744","22,029","21,667","20,774","20,273",-2.4%,,
40000,Oklahoma,,"3,145,576","3,450,451","3,751,582","3,959,411","4,053,824",2.4%,,
40001,Adair,8,"18,421","21,009","22,671","19,497","19,627",0.7%,,
40003,Alfalfa,8,"6,416","6,092","5,639","5,703","5,673",-0.5%,,
40005,Atoka,9,"12,778","13,876","14,165","14,145","14,525",2.7%,,
40007,Beaver,9,"6,023","5,832","5,636","5,053","5,018",-0.7%,,
40009,Beckham,7,"18,812","19,807","22,119","22,408","22,042",-1.6%,,
40011,Blaine,8,"11,470","11,965","11,943","8,728","8,539",-2.2%,,
40013,Bryan,6,"32,089","36,524","42,416","46,071","48,967",6.3%,,
40015,Caddo,6,"29,550","30,146","29,605","26,944","26,214",-2.7%,,
40017,Canadian,1,"74,409","87,729","115,566","154,151","175,829",14.1%,,
40019,Carter,5,"42,919","45,614","47,729","48,006","48,596",1.2%,,
40021,Cherokee,6,"34,049","42,475","46,992","47,080","48,185",2.3%,,
40023,Choctaw,9,"15,302","15,334","15,199","14,204","14,276",0.5%,,
40025,Cimarron,9,"3,301","3,139","2,475","2,292","2,191",-4.4%,,
40027,Cleveland,1,"174,253","208,036","255,991","295,525","301,193",1.9%,,
40029,Coal,9,"5,780","6,035","5,927","5,265","5,266",0.0%,,
40031,Comanche,3,"111,486","114,996","124,093","121,128","121,574",0.4%,,
40033,Cotton,3,"6,651","6,603","6,186","5,523","5,427",-1.7%,,
40035,Craig,6,"14,104","14,951","15,023","14,106","14,494",2.8%,,
40037,Creek,1,"60,915","67,340","69,985","71,752","73,332",2.2%,,
40039,Custer,5,"26,897","26,147","27,542","28,523","28,266",-0.9%,,
40041,Delaware,6,"28,070","36,949","41,500","40,399","41,703",3.2%,,
40043,Dewey,9,"5,551","4,740","4,810","4,482","4,286",-4.4%,,
40045,Ellis,9,"4,497","4,063","4,151","3,747","3,648",-2.6%,,
40047,Garfield,3,"56,735","57,811","60,582","62,839","62,023",-1.3%,,
40049,Garvin,6,"26,605","27,216","27,571","25,655","25,865",0.8%,,
40051,Grady,1,"41,747","45,476","52,423","54,803","57,375",4.7%,,
40053,Grant,8,"5,689","5,144","4,532","4,168","4,083",-2.0%,,
40055,Greer,9,"6,559","6,061","6,239","5,491","5,466",-0.5%,,
40057,Harmon,9,"3,793","3,285","2,922","2,490","2,392",-3.9%,,
40059,Harper,9,"4,063","3,558","3,682","3,270","3,190",-2.4%,,
40061,Haskell,8,"10,940","11,778","12,775","11,558","11,832",2.4%,,
40063,Hughes,9,"13,014","14,150","13,999","13,364","13,436",0.5%,,
40065,Jackson,7,"28,764","28,439","26,446","24,794","24,669",-0.5%,,
40067,Jefferson,8,"7,010","6,820","6,472","5,335","5,347",0.2%,,
40069,Johnston,9,"10,032","10,512","10,957","10,283","10,216",-0.7%,,
40071,Kay,4,"48,056","48,086","46,562","43,690","43,641",-0.1%,,
40073,Kingfisher,8,"13,212","13,932","15,036","15,190","15,481",1.9%,,
40075,Kiowa,8,"11,347","10,225","9,446","8,510","8,398",-1.3%,,
40077,Latimer,9,"10,333","10,689","11,156","9,444","9,526",0.9%,,
40079,Le Flore,6,"43,270","48,099","50,382","48,130","49,596",3.0%,,
40081,Lincoln,1,"29,216","32,070","34,274","33,460","34,562",3.3%,,
40083,Logan,1,"29,011","33,911","41,843","49,545","53,029",7.0%,,
40085,Love,9,"7,788","8,826","9,416","10,145","10,296",1.5%,,
40087,McClain,1,"22,795","27,750","34,507","41,664","47,072",13.0%,,
40089,McCurtain,7,"33,433","34,384","33,152","30,821","30,660",-0.5%,,
40091,McIntosh,8,"16,779","19,405","20,245","18,944","19,603",3.5%,,
40093,Major,8,"8,055","7,545","7,526","7,781","7,581",-2.6%,,
40095,Marshall,9,"10,829","13,131","15,838","15,302","15,970",4.4%,,
40097,Mayes,6,"33,366","38,339","41,268","39,050","39,889",2.1%,,
40099,Murray,9,"12,042","12,617","13,488","13,903","13,754",-1.1%,,
40101,Muskogee,4,"68,078","69,471","70,991","66,348","66,677",0.5%,,
40103,Noble,8,"11,045","11,406","11,566","10,929","10,832",-0.9%,,
40105,Nowata,8,"9,992","10,564","10,536","9,320","9,438",1.3%,,
40107,Okfuskee,8,"11,551","11,808","12,191","11,310","11,300",-0.1%,,
40109,Oklahoma,1,"599,611","660,581","718,385","796,555","808,866",1.5%,,
40111,Okmulgee,1,"36,490","39,672","40,061","36,710","37,035",0.9%,,
40113,Osage,1,"41,645","44,413","47,461","45,825","46,130",0.7%,,
40115,Ottawa,6,"30,561","33,164","31,848","30,284","30,287",0.0%,,
40117,Pawnee,1,"15,575","16,610","16,569","15,555","15,864",2.0%,,
40119,Payne,4,"61,507","68,201","77,347","81,647","83,352",2.1%,,
40121,Pittsburg,7,"40,950","43,944","45,827","43,773","43,479",-0.7%,,
40123,Pontotoc,7,"34,119","35,146","37,488","38,071","38,396",0.9%,,
40125,Pottawatomie,4,"58,760","65,505","69,447","72,458","73,791",1.8%,,
40127,Pushmataha,9,"10,997","11,660","11,577","10,811","10,800",-0.1%,,
40129,Roger Mills,9,"4,147","3,432","3,647","3,440","3,295",-4.2%,,
40131,Rogers,1,"55,170","70,649","86,910","95,236","100,248",5.3%,,
40133,Seminole,7,"25,412","24,966","25,483","23,560","23,565",0.0%,,
40135,Sequoyah,3,"33,828","38,952","42,430","39,289","40,291",2.6%,,
40137,Stephens,4,"42,299","43,204","45,051","42,847","44,014",2.7%,,
40139,Texas,7,"16,419","20,098","20,640","21,383","20,371",-4.7%,,
40141,Tillman,8,"10,384","9,285","7,991","6,964","6,869",-1.4%,,
40143,Tulsa,1,"503,341","563,475","603,451","669,277","682,868",2.0%,,
40145,Wagoner,1,"47,883","57,476","73,084","80,983","89,280",10.2%,,
40147,Washington,4,"48,066","49,015","50,979","52,455","53,706",2.4%,,
40149,Washita,9,"11,441","11,510","11,558","10,921","10,736",-1.7%,,
40151,Woods,7,"9,103","9,094","8,878","8,622","8,564",-0.7%,,
40153,Woodward,7,"18,976","18,489","20,084","20,477","19,947",-2.6%,,
01000,Alabama,,"4,040,389","4,447,207","4,780,118","5,024,294","5,108,468",1.7%,,
01001,Autauga,2,"34,222","43,751","54,582","58,809","60,342",2.6%,,
01003,Baldwin,3,"98,280","140,416","182,263","231,768","253,507",9.4%,,
01005,Barbour,6,"25,417","29,042","27,454","25,229","24,585",-2.6%,,
01007,Bibb,1,"16,598","19,856","22,904","22,301","21,868",-1.9%,,
01009,Blount,1,"39,248","50,982","57,322","59,130","59,816",1.2%,,
01011,Bullock,8,"11,042","11,603","10,913","10,360","9,897",-4.5%,,
01013,Butler,6,"21,892","21,394","20,940","19,046","18,382",-3.5%,,
01015,Calhoun,3,"116,032","111,882","118,533","116,441","116,429",0.0%,,
01017,Chambers,6,"36,876","36,600","34,154","34,772","34,079",-2.0%,,
01019,Cherokee,8,"19,543","23,909","25,984","24,973","25,666",2.8%,,
01021,Chilton,1,"32,458","39,604","43,625","45,011","46,431",3.2%,,
01023,Choctaw,9,"16,018","15,953","13,858","12,669","12,252",-3.3%,,
01025,Clarke,9,"27,240","27,870","25,834","23,091","22,337",-3.3%,,
01027,Clay,9,"13,252","14,240","13,930","14,237","14,111",-0.9%,,
01029,Cleburne,8,"12,730","14,141","14,972","15,057","15,639",3.9%,,
01031,Coffee,4,"40,240","43,639","49,951","53,459","55,643",4.1%,,
01033,Colbert,3,"51,666","54,979","54,430","57,232","58,361",2.0%,,
01035,Conecuh,9,"14,054","14,077","13,232","11,597","11,174",-3.6%,,
01037,Coosa,8,"11,063","11,842","11,756","10,378","10,268",-1.1%,,
01039,Covington,6,"36,478","37,640","37,762","37,563","37,952",1.0%,,
01041,Crenshaw,8,"13,635","13,657","13,891","13,193","13,101",-0.7%,,
01043,Cullman,4,"67,613","77,426","80,404","87,857","92,016",4.7%,,
01045,Dale,4,"49,633","49,120","50,253","49,322","49,871",1.1%,,
01047,Dallas,4,"48,130","46,361","43,813","38,458","36,165",-6.0%,,
01049,DeKalb,6,"54,651","64,436","71,090","71,617","72,569",1.3%,,
01051,Elmore,2,"49,210","65,819","79,279","87,980","90,441",2.8%,,
01053,Escambia,6,"35,518","38,452","38,325","36,768","36,558",-0.6%,,
01055,Etowah,3,"99,840","103,448","104,412","103,434","103,241",-0.2%,,
01057,Fayette,8,"17,962","18,522","17,237","16,326","15,967",-2.2%,,
01059,Franklin,6,"27,814","31,257","31,708","32,112","31,802",-1.0%,,
01061,Geneva,3,"23,647","25,700","26,783","26,658","26,988",1.2%,,
01063,Greene,2,"10,153","9,923","9,039","7,731","7,341",-5.0%,,
01065,Hale,2,"15,498","18,270","15,762","14,788","14,888",0.7%,,
01067,Henry,3,"15,374","16,297","17,296","17,141","17,899",4.4%,,
01069,Houston,3,"81,331","88,831","101,562","107,202","108,462",1.2%,,
01071,Jackson,6,"47,796","53,871","53,248","52,579","53,467",1.7%,,
01073,Jefferson,1,"651,520","662,041","658,564","674,340","662,895",-1.7%,,
01075,Lamar,8,"15,715","15,902","14,564","13,972","13,661",-2.2%,,
01077,Lauderdale,3,"79,661","87,952","92,709","93,562","96,814",3.5%,,
01079,Lawrence,3,"31,513","34,834","34,308","33,074","33,502",1.3%,,
01081,Lee,3,"87,146","115,014","140,300","174,247","183,215",5.1%,,
01083,Limestone,2,"54,135","65,668","82,775","103,565","114,654",10.7%,,
01085,Lowndes,2,"12,658","13,483","11,302","10,321","9,717",-5.9%,,
01087,Macon,3,"24,928","24,086","21,459","19,527","18,370",-5.9%,,
01089,Madison,2,"238,912","276,998","334,812","388,154","412,600",6.3%,,
01091,Marengo,6,"23,084","22,533","21,047","19,325","18,684",-3.3%,,
01093,Marion,9,"29,830","31,162","30,780","29,340","29,244",-0.3%,,
01095,Marshall,4,"70,832","82,303","93,017","97,611","100,756",3.2%,,
01097,Mobile,2,"378,643","399,887","413,139","414,809","411,640",-0.8%,,
01099,Monroe,8,"23,968","24,320","23,066","19,771","19,229",-2.7%,,
01101,Montgomery,2,"209,085","223,518","229,365","228,952","224,980",-1.7%,,
01103,Morgan,3,"100,043","111,076","119,519","123,424","125,133",1.4%,,
01105,Perry,8,"12,759","11,876","10,577","8,513","7,738",-9.1%,,
01107,Pickens,2,"20,699","20,914","19,746","19,130","18,688",-2.3%,,
01109,Pike,6,"27,595","29,688","32,902","33,002","33,137",0.4%,,
01111,Randolph,8,"19,881","22,344","22,916","21,961","22,786",3.8%,,
01113,Russell,2,"46,860","49,854","52,966","59,182","58,744",-0.7%,,
01115,St. Clair,1,"49,811","64,740","83,366","91,468","95,552",4.5%,,
01117,Shelby,1,"99,363","143,429","195,257","223,038","233,000",4.5%,,
01119,Sumter,8,"16,174","14,772","13,763","12,344","11,727",-5.0%,,
01121,Talladega,4,"74,109","80,734","82,348","82,149","81,132",-1.2%,,
01123,Tallapoosa,6,"38,826","41,771","41,621","41,309","40,677",-1.5%,,
01125,Tuscaloosa,2,"150,500","164,932","194,678","227,037","237,373",4.6%,,
01127,Walker,1,"67,670","70,688","67,019","65,344","64,728",-0.9%,,
01129,Washington,8,"16,694","18,077","17,580","15,389","15,022",-2.4%,,
01131,Wilcox,9,"13,568","12,995","11,664","10,598","9,944",-6.2%,,
01133,Winston,8,"22,053","24,806","24,488","23,547","23,611",0.3%,,
08000,Colorado,,"3,294,473","4,302,086","5,029,319","5,773,707","5,877,610",1.8%,,
08001,Adams,1,"265,038","348,076","441,701","519,578","533,365",2.7%,,
08003,Alamosa,7,"13,617","14,965","15,440","16,380","16,655",1.7%,,
08005,Arapahoe,1,"391,572","488,829","572,477","655,075","656,061",0.2%,,
08007,Archuleta,7,"5,345","9,894","12,084","13,355","14,189",6.2%,,
08009,Baca,9,"4,556","4,517","3,787","3,508","3,344",-4.7%,,
08011,Bent,9,"5,048","5,996","6,499","5,648","5,681",0.6%,,
08013,Boulder,2,"225,339","269,784","294,560","330,759","326,831",-1.2%,,
08014,Broomfield,1,,"39,202","55,848","74,105","76,860",3.7%,,
08015,Chaffee,6,"12,684","16,250","17,809","19,476","20,617",5.9%,,
08017,Cheyenne,9,"2,397","2,229","1,833","1,749","1,727",-1.3%,,
08019,Clear Creek,1,"7,619","9,263","9,073","9,394","9,147",-2.6%,,
08021,Conejos,9,"7,453","8,400","8,256","7,459","7,521",0.8%,,
08023,Costilla,9,"3,190","3,661","3,524","3,497","3,628",3.7%,,
08025,Crowley,8,"3,946","5,514","5,823","5,919","5,636",-4.8%,,
08027,Custer,8,"1,926","3,508","4,251","4,706","5,534",17.6%,,
08029,Delta,6,"20,980","27,824","30,954","31,201","31,746",1.7%,,
08031,Denver,1,"467,549","553,805","599,454","715,524","716,577",0.1%,,
08033,Dolores,9,"1,504","1,844","2,064","2,325","2,513",8.1%,,
08035,Douglas,1,"60,391","175,732","285,480","357,998","383,906",7.2%,,
08037,Eagle,5,"21,928","41,623","52,200","55,718","54,381",-2.4%,,
08039,Elbert,1,"9,646","19,855","23,084","26,056","28,806",10.6%,,
08041,El Paso,2,"397,014","516,934","622,256","730,405","744,215",1.9%,,
08043,Fremont,4,"32,273","46,140","46,825","48,934","50,318",2.8%,,
08045,Garfield,5,"29,974","43,786","56,373","61,686","62,707",1.7%,,
08047,Gilpin,1,"3,070","4,746","5,449","5,806","5,926",2.1%,,
08049,Grand,9,"7,966","12,433","14,843","15,715","15,935",1.4%,,
08051,Gunnison,7,"10,273","14,000","15,324","16,921","17,321",2.4%,,
08053,Hinsdale,9,467,792,843,784,765,-2.4%,,
08055,Huerfano,8,"6,009","7,859","6,712","6,817","7,055",3.5%,,
08057,Jackson,9,"1,605","1,577","1,393","1,381","1,309",-5.2%,,
08059,Jefferson,1,"438,430","525,449","534,832","582,886","576,366",-1.1%,,
08061,Kiowa,9,"1,688","1,622","1,398","1,448","1,384",-4.4%,,
08063,Kit Carson,9,"7,140","8,013","8,278","7,081","6,994",-1.2%,,
08065,Lake,9,"6,007","7,814","7,310","7,432","7,365",-0.9%,,
08067,La Plata,6,"32,284","43,957","51,335","55,637","56,407",1.4%,,
08069,Larimer,2,"186,136","251,489","299,628","359,074","370,771",3.3%,,
08071,Las Animas,7,"13,765","15,212","15,506","14,559","14,348",-1.4%,,
08073,Lincoln,8,"4,529","6,089","5,469","5,674","5,480",-3.4%,,
08075,Logan,6,"17,567","20,566","22,709","21,536","20,619",-4.3%,,
08077,Mesa,3,"93,145","116,939","146,736","155,706","159,681",2.6%,,
08079,Mineral,9,558,831,712,868,944,8.8%,,
08081,Moffat,7,"11,357","13,178","13,791","13,295","13,327",0.2%,,
08083,Montezuma,6,"18,672","23,822","25,541","25,849","26,531",2.6%,,
08085,Montrose,5,"24,423","33,438","41,272","42,677","44,156",3.5%,,
08087,Morgan,6,"21,939","27,172","28,159","29,108","29,524",1.4%,,
08089,Otero,6,"20,185","20,311","18,833","18,687","18,136",-2.9%,,
08091,Ouray,9,"2,295","3,747","4,442","4,880","5,176",6.1%,,
08093,Park,1,"7,174","14,519","16,199","17,392","18,117",4.2%,,
08095,Phillips,9,"4,189","4,485","4,442","4,533","4,476",-1.3%,,
08097,Pitkin,7,"12,661","14,889","17,145","17,358","16,640",-4.1%,,
08099,Prowers,7,"13,347","14,483","12,551","12,001","11,751",-2.1%,,
08101,Pueblo,3,"123,051","141,490","159,066","168,165","169,422",0.7%,,
08103,Rio Blanco,9,"6,051","5,992","6,673","6,526","6,569",0.7%,,
08105,Rio Grande,9,"10,770","12,425","11,982","11,541","11,188",-3.1%,,
08107,Routt,7,"14,088","19,679","23,506","24,825","25,064",1.0%,,
08109,Saguache,9,"4,619","5,904","6,108","6,368","6,688",5.0%,,
08111,San Juan,9,745,558,699,704,802,13.9%,,
08113,San Miguel,9,"3,653","6,593","7,359","8,070","7,868",-2.5%,,
08115,Sedgwick,9,"2,690","2,747","2,382","2,401","2,299",-4.2%,,
08117,Summit,5,"12,881","23,560","27,994","31,055","30,465",-1.9%,,
08119,Teller,2,"12,468","20,541","23,360","24,707","24,617",-0.4%,,
08121,Washington,9,"4,812","4,922","4,798","4,817","4,855",0.8%,,
08123,Weld,2,"131,821","180,766","252,836","328,987","359,442",9.3%,,
08125,Yuma,9,"8,954","9,846","10,049","9,981","9,862",-1.2%,,
23000,Maine,,"1,227,928","1,274,779","1,328,354","1,363,177","1,395,722",2.4%,,
23001,Androscoggin,3,"105,259","103,803","107,713","111,132","113,765",2.4%,,
23003,Aroostook,7,"86,936","73,943","71,873","67,099","67,351",0.4%,,
23005,Cumberland,2,"243,135","265,612","281,687","303,065","310,230",2.4%,,
23007,Franklin,8,"29,008","29,470","30,767","29,452","30,828",4.7%,,
23009,Hancock,8,"46,948","51,869","54,407","55,482","56,526",1.9%,,
23011,Kennebec,4,"115,904","117,074","122,151","124,503","127,259",2.2%,,
23013,Knox,7,"36,310","39,631","39,732","40,604","40,977",0.9%,,
23015,Lincoln,8,"30,357","33,628","34,444","35,248","36,507",3.6%,,
23017,Oxford,6,"52,602","54,715","57,829","57,765","59,905",3.7%,,
23019,Penobscot,3,"146,601","144,866","153,932","152,187","155,312",2.1%,,
23021,Piscataquis,8,"18,653","17,236","17,535","16,801","17,486",4.1%,,
23023,Sagadahoc,2,"33,535","35,187","35,287","36,703","37,513",2.2%,,
23025,Somerset,6,"49,767","50,857","52,222","50,481","51,302",1.6%,,
23027,Waldo,8,"33,018","36,257","38,791","39,596","40,620",2.6%,,
23029,Washington,9,"35,308","33,922","32,855","31,090","31,555",1.5%,,
23031,York,2,"164,587","186,709","197,129","211,969","218,586",3.1%,,